report_date,report_file,rank,ticker,quality,quality_flag,vol_rr,entry_price,vol_stop_price,target_r1,return_7d,mfe_7d,mae_7d,stop_hit_7d,r1_hit_7d,exit_reason_7d,return_14d,mfe_14d,mae_14d,stop_hit_14d,r1_hit_14d,exit_reason_14d,return_30d,mfe_30d,mae_30d,stop_hit_30d,r1_hit_30d,exit_reason_30d,return_60d,mfe_60d,mae_60d,stop_hit_60d,r1_hit_60d,exit_reason_60d,vol_rr_tier,rank_tier
2025-11-24,nasdaq100_watchlist_20251124_0900.xlsx,6,BKNG,EXCELLENT,✓ IDEAL,1.6,5374.94,5106.192999999999,5818.242674964173,-5.000000000000006,-3.881057650374322,-9.622888051279043,True,False,stop,-5.000000000000006,2.0476507644736577,-9.622888051279043,True,False,stop,-5.000000000000006,2.701609735992409,-9.622888051279043,True,False,stop,,,,,,,<2:1,6-10
2025-11-24,nasdaq100_watchlist_20251124_0900.xlsx,7,TTWO,GOOD,✓ SAFE ENTRY,1.3,248.12,235.714,264.7900085449219,-0.2458509967612716,0.7576978881186504,-3.7522176533154337,False,False,hold,-1.4347906018887049,1.2977576728561262,-3.7522176533154337,False,False,hold,1.7169131399373267,4.804130479172122,-3.7522176533154337,False,False,hold,,,,,,,<2:1,6-10
2025-11-24,nasdaq100_watchlist_20251124_0900.xlsx,8,AMGN,EXCELLENT,✓ SAFE ENTRY,1.3,324.68,308.44599999999997,346.3800048828125,6.683505261430484,6.683505261430484,3.3047935389027248,False,True,target,6.683505261430484,6.683505261430484,-3.785260980523132,False,True,target,6.683505261430484,6.683505261430484,-3.785260980523132,False,True,target,,,,,,,<2:1,6-10
2025-11-17,nasdaq100_watchlist_20251117_0900.xlsx,1,QCOM,GOOD,✓ SAFE ENTRY,4.5,171.17,162.61149999999998,209.6159780679105,-5.000000000000006,-1.8394185156509404,-7.669300585741377,True,False,stop,-5.000000000000006,3.5520243033241883,-7.669300585741377,True,False,stop,-5.000000000000006,7.168313630546394,-7.669300585741377,True,False,stop,,,,,,,3+:1,Top 5
2025-11-17,nasdaq100_watchlist_20251117_0900.xlsx,2,NXPI,EXCELLENT,✓ SAFE ENTRY,4.1,238.745,226.80775,288.0312682789974,-5.000000000000003,-18.38582594901869,-23.69000135792009,True,False,stop,-5.000000000000003,-2.982047969644156,-23.69000135792009,True,False,stop,-5.000000000000003,-1.5979422916579424,-23.69000135792009,True,False,stop,,,,,,,3+:1,Top 5
2025-11-17,nasdaq100_watchlist_20251117_0900.xlsx,3,MRVL,GOOD,✓ SAFE ENTRY,3.3,83.1241,77.13916479999999,102.696101032751,-7.200000000000012,7.364509352905409,-11.497303932731636,True,False,stop,-7.200000000000012,23.545519329233045,-11.497303932731636,True,True,stop,-7.200000000000012,23.545519329233045,-11.497303932731636,True,True,stop,,,,,,,3+:1,Top 5
2025-11-17,nasdaq100_watchlist_20251117_0900.xlsx,4,CSX,EXCELLENT,✓ SAFE ENTRY,2.2,35.05,33.29749999999999,38.9538414427134,0.3423628215272906,1.0530028002116163,-4.4047066447743735,False,False,hold,3.7089828077634714,5.135516331301274,-4.4047066447743735,False,False,hold,3.423680456490736,7.1041395592791625,-4.4047066447743735,False,False,hold,,,,,,,2-3:1,Top 5
2025-11-17,nasdaq100_watchlist_20251117_0900.xlsx,5,GEHC,EXCELLENT,✓ IDEAL,1.9,86.505,82.17975,94.62685389454592,-4.9999999999999964,-5.3147558810712345,-19.07150279411292,True,False,stop,-4.9999999999999964,-0.7503633396632816,-19.07150279411292,True,False,stop,-4.9999999999999964,-0.40369640050384276,-19.07150279411292,True,False,stop,,,,,,,<2:1,Top 5
2025-11-17,nasdaq100_watchlist_20251117_0900.xlsx,6,BKNG,EXCELLENT,✓ IDEAL,1.6,5374.94,5106.192999999999,5818.242674964173,-5.000000000000006,-8.039662234375013,-15.117358683007124,True,False,stop,-5.000000000000006,-3.078914456486949,-15.117358683007124,True,False,stop,-5.000000000000006,2.701609735992409,-15.117358683007124,True,False,stop,,,,,,,<2:1,6-10
2025-11-17,nasdaq100_watchlist_20251117_0900.xlsx,7,TTWO,GOOD,✓ SAFE ENTRY,1.3,248.12,235.714,264.7900085449219,-5.000000000000003,-1.0398221481005931,-6.69837175560213,True,False,stop,-5.000000000000003,1.2977576728561262,-6.69837175560213,True,False,stop,-5.000000000000003,4.804130479172122,-6.69837175560213,True,False,stop,,,,,,,<2:1,6-10
2025-11-17,nasdaq100_watchlist_20251117_0900.xlsx,8,AMGN,EXCELLENT,✓ SAFE ENTRY,1.3,324.68,308.44599999999997,346.3800048828125,6.1260340409691825,6.2677093690085215,2.1652061891949357,False,False,hold,6.683505261430484,6.683505261430484,-1.389055861853404,False,True,target,6.683505261430484,6.683505261430484,-3.785260980523132,False,True,target,,,,,,,<2:1,6-10
2025-11-10,nasdaq100_watchlist_20251110_0900.xlsx,1,QCOM,GOOD,✓ SAFE ENTRY,4.5,171.17,162.61149999999998,209.6159780679105,-5.000000000000006,3.943967585304163,-6.192939686719127,True,False,stop,-5.000000000000006,3.943967585304163,-7.669300585741377,True,False,stop,-5.000000000000006,7.168313630546394,-7.669300585741377,True,False,stop,,,,,,,3+:1,Top 5
2025-11-10,nasdaq100_watchlist_20251110_0900.xlsx,2,NXPI,EXCELLENT,✓ SAFE ENTRY,4.1,238.745,226.80775,288.0312682789974,-5.000000000000003,-13.702984010356184,-21.71344399237797,True,False,stop,-5.000000000000003,-13.702984010356184,-23.69000135792009,True,False,stop,-5.000000000000003,-1.5979422916579424,-23.69000135792009,True,False,stop,,,,,,,3+:1,Top 5
2025-11-10,nasdaq100_watchlist_20251110_0900.xlsx,3,MRVL,GOOD,✓ SAFE ENTRY,3.3,83.1241,77.13916479999999,102.696101032751,-2.2407123624355387,11.644186788974421,-5.702915228442648,False,False,hold,-7.200000000000012,11.644186788974421,-11.497303932731636,True,False,stop,-7.200000000000012,23.545519329233045,-11.497303932731636,True,True,stop,,,,,,,3+:1,Top 5
2025-11-10,nasdaq100_watchlist_20251110_0900.xlsx,4,CSX,EXCELLENT,✓ SAFE ENTRY,2.2,35.05,33.29749999999999,38.9538414427134,-3.4666640952378223,0.7687499154963786,-3.5803694841113414,False,False,hold,-0.5706177628499385,1.0556295832961922,-4.4047066447743735,False,False,hold,4.393723687839925,7.1041395592791625,-4.4047066447743735,False,False,hold,,,,,,,2-3:1,Top 5
2025-11-10,nasdaq100_watchlist_20251110_0900.xlsx,5,GEHC,EXCELLENT,✓ IDEAL,1.9,86.505,82.17975,94.62685389454592,-4.9999999999999964,-12.652462086186747,-19.07150279411292,True,False,stop,-4.9999999999999964,-5.3147558810712345,-19.07150279411292,True,False,stop,-4.9999999999999964,-0.40369640050384276,-19.07150279411292,True,False,stop,,,,,,,<2:1,Top 5
2025-11-10,nasdaq100_watchlist_20251110_0900.xlsx,6,BKNG,EXCELLENT,✓ IDEAL,1.6,5374.94,5106.192999999999,5818.242674964173,-5.000000000000006,-2.7739568102515424,-13.419751147863575,True,False,stop,-5.000000000000006,-2.7739568102515424,-15.117358683007124,True,False,stop,-5.000000000000006,2.701609735992409,-15.117358683007124,True,False,stop,,,,,,,<2:1,6-10
2025-11-10,nasdaq100_watchlist_20251110_0900.xlsx,7,TTWO,GOOD,✓ SAFE ENTRY,1.3,248.12,235.714,264.7900085449219,-5.000000000000003,-1.563757257309343,-6.69837175560213,True,False,stop,-5.000000000000003,0.6972457292905129,-6.69837175560213,True,False,stop,-5.000000000000003,1.2977576728561262,-6.69837175560213,True,False,stop,,,,,,,<2:1,6-10
2025-11-10,nasdaq100_watchlist_20251110_0900.xlsx,8,AMGN,EXCELLENT,✓ SAFE ENTRY,1.3,324.68,308.44599999999997,346.3800048828125,4.710841040842135,5.762841542112635,-1.0935065399369308,False,False,hold,3.9454201781369322,6.461748078757351,-1.0935065399369308,False,False,hold,6.683505261430484,6.683505261430484,-3.785260980523132,False,True,target,,,,,,,<2:1,6-10
2025-11-03,nasdaq100_watchlist_20251103_0900.xlsx,1,QCOM,GOOD,✓ SAFE ENTRY,4.5,171.17,162.61149999999998,209.6159780679105,2.6884768620240553,6.617688315327733,-2.2055985743946493,False,False,hold,-5.000000000000006,6.617688315327733,-7.669300585741377,True,False,stop,-5.000000000000006,7.168313630546394,-7.669300585741377,True,False,stop,,,,,,,3+:1,Top 5
2025-11-03,nasdaq100_watchlist_20251103_0900.xlsx,2,NXPI,EXCELLENT,✓ SAFE ENTRY,4.1,238.745,226.80775,288.0312682789974,-5.000000000000003,-11.14263588587089,-17.226581085217205,True,False,stop,-5.000000000000003,-11.14263588587089,-23.69000135792009,True,False,stop,-5.000000000000003,-1.5979422916579424,-23.69000135792009,True,False,stop,,,,,,,3+:1,Top 5
2025-11-03,nasdaq100_watchlist_20251103_0900.xlsx,3,MRVL,GOOD,✓ SAFE ENTRY,3.3,83.1241,77.13916479999999,102.696101032751,7.3885551344268325,17.96751808766573,2.3154646674584436,False,False,hold,-7.200000000000012,17.96751808766573,-11.497303932731636,True,False,stop,-7.200000000000012,23.545519329233045,-11.497303932731636,True,True,stop,,,,,,,3+:1,Top 5
2025-11-03,nasdaq100_watchlist_20251103_0900.xlsx,4,CSX,EXCELLENT,✓ SAFE ENTRY,2.2,35.05,33.29749999999999,38.9538414427134,0.598192419033086,2.3037395255661752,-1.1357672020228593,False,False,hold,-2.5570465392630983,2.3037395255661752,-4.4047066447743735,False,False,hold,4.992865155664907,7.1041395592791625,-4.4047066447743735,False,False,hold,,,,,,,2-3:1,Top 5
2025-11-03,nasdaq100_watchlist_20251103_0900.xlsx,5,GEHC,EXCELLENT,✓ IDEAL,1.9,86.505,82.17975,94.62685389454592,-4.9999999999999964,-11.242703403329607,-16.558200650207038,True,False,stop,-4.9999999999999964,-10.913362891970149,-19.07150279411292,True,False,stop,-4.9999999999999964,-0.40369640050384276,-19.07150279411292,True,False,stop,,,,,,,<2:1,Top 5
2025-11-03,nasdaq100_watchlist_20251103_0900.xlsx,6,BKNG,EXCELLENT,✓ IDEAL,1.6,5374.94,5106.192999999999,5818.242674964173,-5.000000000000006,-3.7534892984599435,-9.838476529700245,True,False,stop,-5.000000000000006,-2.7739568102515424,-15.117358683007124,True,False,stop,-5.000000000000006,2.701609735992409,-15.117358683007124,True,False,stop,,,,,,,<2:1,6-10
2025-11-03,nasdaq100_watchlist_20251103_0900.xlsx,7,TTWO,GOOD,✓ SAFE ENTRY,1.3,248.12,235.714,264.7900085449219,-5.000000000000003,3.5466763774521883,-8.411252619700146,True,False,stop,-5.000000000000003,3.5466763774521883,-8.411252619700146,True,False,stop,-5.000000000000003,3.5466763774521883,-8.411252619700146,True,False,stop,,,,,,,<2:1,6-10
2025-11-03,nasdaq100_watchlist_20251103_0900.xlsx,8,AMGN,EXCELLENT,✓ SAFE ENTRY,1.3,324.68,308.44599999999997,346.3800048828125,-5.0000000000000115,4.710839127314289,-9.943779568338812,True,False,stop,-5.0000000000000115,5.762841542112635,-9.943779568338812,True,False,stop,-5.0000000000000115,6.683505261430484,-9.943779568338812,True,True,stop,,,,,,,<2:1,6-10
2025-10-27,nasdaq100_watchlist_20251027_0900.xlsx,1,QCOM,GOOD,✓ SAFE ENTRY,4.5,171.17,162.61149999999998,209.6159780679105,4.461275905121743,8.059176144085438,0.1426226632574496,False,False,hold,1.1249256752470205,8.059176144085438,-2.2055985743946493,False,False,hold,-5.000000000000006,8.059176144085438,-7.669300585741377,True,False,stop,,,,,,,3+:1,Top 5
2025-10-27,nasdaq100_watchlist_20251027_0900.xlsx,2,NXPI,EXCELLENT,✓ SAFE ENTRY,4.1,238.745,226.80775,288.0312682789974,-5.000000000000003,-8.081895358985992,-15.56694636301496,True,False,stop,-5.000000000000003,-8.081895358985992,-18.194016675502837,True,False,stop,-5.000000000000003,-2.982047969644156,-23.69000135792009,True,False,stop,,,,,,,3+:1,Top 5
2025-10-27,nasdaq100_watchlist_20251027_0900.xlsx,3,MRVL,GOOD,✓ SAFE ENTRY,3.3,83.1241,77.13916479999999,102.696101032751,11.680254194340527,17.294320049843957,4.85200634940652,False,False,hold,3.9263465962291266,17.96751808766573,0.17562704303468818,False,False,hold,-7.200000000000012,23.545519329233045,-11.497303932731636,True,True,stop,,,,,,,3+:1,Top 5
2025-10-27,nasdaq100_watchlist_20251027_0900.xlsx,4,CSX,EXCELLENT,✓ SAFE ENTRY,2.2,35.05,33.29749999999999,38.9538414427134,0.3992186803450509,2.673262142161394,-0.3398454856465776,False,False,hold,-0.7946564025443482,2.673262142161394,-1.874832187116112,False,False,hold,3.766045454735431,5.135516331301274,-4.4047066447743735,False,False,hold,,,,,,,2-3:1,Top 5
2025-10-27,nasdaq100_watchlist_20251027_0900.xlsx,5,GEHC,EXCELLENT,✓ IDEAL,1.9,86.505,82.17975,94.62685389454592,-4.9999999999999964,-7.845400404824865,-15.287105798361194,True,False,stop,-4.9999999999999964,-7.845400404824865,-16.558200650207038,True,False,stop,-4.9999999999999964,-0.7503633396632816,-19.07150279411292,True,False,stop,,,,,,,<2:1,Top 5
2025-10-27,nasdaq100_watchlist_20251027_0900.xlsx,6,BKNG,EXCELLENT,✓ IDEAL,1.6,5374.94,5106.192999999999,5818.242674964173,-5.000000000000006,-1.958393334107213,-9.251862306707892,True,False,stop,-5.000000000000006,-1.958393334107213,-9.838476529700245,True,False,stop,-5.000000000000006,-1.958393334107213,-15.117358683007124,True,False,stop,,,,,,,<2:1,6-10
2025-10-27,nasdaq100_watchlist_20251027_0900.xlsx,7,TTWO,GOOD,✓ SAFE ENTRY,1.3,248.12,235.714,264.7900085449219,2.6761222419941695,3.8811865226503284,0.45139670045302993,False,False,hold,-5.000000000000003,3.8811865226503284,-8.411252619700146,True,False,stop,-5.000000000000003,3.8811865226503284,-8.411252619700146,True,False,stop,,,,,,,<2:1,6-10
2025-10-27,nasdaq100_watchlist_20251027_0900.xlsx,8,AMGN,EXCELLENT,✓ SAFE ENTRY,1.3,324.68,308.44599999999997,346.3800048828125,-5.0000000000000115,-1.2280652627033746,-11.925455921316095,True,False,stop,-5.0000000000000115,5.762841542112635,-11.925455921316095,True,False,stop,-5.0000000000000115,6.683505261430484,-11.925455921316095,True,True,stop,,,,,,,<2:1,6-10
2025-10-20,nasdaq100_watchlist_20251020_0900.xlsx,1,QCOM,GOOD,✓ SAFE ENTRY,4.5,171.17,162.61149999999998,209.6159780679105,3.8509689146526553,19.70731837792899,-3.501777813366927,False,False,hold,-0.6711132247683151,19.70731837792899,-3.501777813366927,False,False,hold,-5.000000000000006,19.70731837792899,-7.669300585741377,True,False,stop,,,,,,,3+:1,Top 5
2025-10-20,nasdaq100_watchlist_20251020_0900.xlsx,2,NXPI,EXCELLENT,✓ SAFE ENTRY,4.1,238.745,226.80775,288.0312682789974,-5.000000000000003,-6.480635948912288,-15.56694636301496,True,False,stop,-5.000000000000003,-6.480635948912288,-17.226581085217205,True,False,stop,-5.000000000000003,-6.480635948912288,-23.69000135792009,True,False,stop,,,,,,,3+:1,Top 5
2025-10-20,nasdaq100_watchlist_20251020_0900.xlsx,3,MRVL,GOOD,✓ SAFE ENTRY,3.3,83.1241,77.13916479999999,102.696101032751,8.374324882845539,10.009257167841652,-4.957581475256307,False,False,hold,9.299985824329603,17.96751808766573,-4.957581475256307,False,False,hold,-7.200000000000012,17.96751808766573,-11.497303932731636,True,False,stop,,,,,,,3+:1,Top 5
2025-10-20,nasdaq100_watchlist_20251020_0900.xlsx,4,CSX,EXCELLENT,✓ SAFE ENTRY,2.2,35.05,33.29749999999999,38.9538414427134,0.3423628215272906,4.179826629578182,-0.3398454856465776,False,False,hold,0.45607453916281127,4.179826629578182,-0.7378063434977328,False,False,hold,-0.22824188101818024,4.179826629578182,-4.4047066447743735,False,False,hold,,,,,,,2-3:1,Top 5
2025-10-20,nasdaq100_watchlist_20251020_0900.xlsx,5,GEHC,EXCELLENT,✓ IDEAL,1.9,86.505,82.17975,94.62685389454592,-4.9999999999999964,-7.845400404824865,-14.801769830798046,True,False,stop,-4.9999999999999964,-7.845400404824865,-15.997755857876156,True,False,stop,-4.9999999999999964,-5.3147558810712345,-19.07150279411292,True,False,stop,,,,,,,<2:1,Top 5
2025-10-20,nasdaq100_watchlist_20251020_0900.xlsx,6,BKNG,EXCELLENT,✓ IDEAL,1.6,5374.94,5106.192999999999,5818.242674964173,-5.000000000000006,-1.063346889444473,-8.487734719277956,True,False,stop,-5.000000000000006,-1.063346889444473,-9.838476529700245,True,False,stop,-5.000000000000006,-1.063346889444473,-15.117358683007124,True,False,stop,,,,,,,<2:1,6-10
2025-10-20,nasdaq100_watchlist_20251020_0900.xlsx,7,TTWO,GOOD,✓ SAFE ENTRY,1.3,248.12,235.714,264.7900085449219,1.454939435571118,5.674678464868308,0.45139670045302993,False,False,hold,-5.000000000000003,5.674678464868308,-8.411252619700146,True,False,stop,-5.000000000000003,5.674678464868308,-8.411252619700146,True,False,stop,,,,,,,<2:1,6-10
2025-10-20,nasdaq100_watchlist_20251020_0900.xlsx,8,AMGN,EXCELLENT,✓ SAFE ENTRY,1.3,324.68,308.44599999999997,346.3800048828125,-5.0000000000000115,-7.078297108795435,-11.845943470390287,True,False,stop,-5.0000000000000115,-1.2280652627033746,-11.925455921316095,True,False,stop,-5.0000000000000115,6.461748078757351,-11.925455921316095,True,False,stop,,,,,,,<2:1,6-10
2025-10-13,nasdaq100_watchlist_20251013_0900.xlsx,1,QCOM,GOOD,✓ SAFE ENTRY,4.5,171.17,162.61149999999998,209.6159780679105,-5.000000000000006,-1.3163015092842203,-7.430994337772441,True,False,stop,-5.000000000000006,19.70731837792899,-7.430994337772441,True,False,stop,-5.000000000000006,19.70731837792899,-7.669300585741377,True,False,stop,-5.000000000000006,19.70731837792899,-7.669300585741377,True,False,stop,3+:1,Top 5
2025-10-13,nasdaq100_watchlist_20251013_0900.xlsx,2,NXPI,EXCELLENT,✓ SAFE ENTRY,4.1,238.745,226.80775,288.0312682789974,-5.000000000000003,-6.480635948912288,-12.09754912927394,True,False,stop,-5.000000000000003,-6.480635948912288,-15.56694636301496,True,False,stop,-5.000000000000003,-6.480635948912288,-23.69000135792009,True,False,stop,-5.000000000000003,3.4115895158635503,-23.69000135792009,True,False,stop,3+:1,Top 5
2025-10-13,nasdaq100_watchlist_20251013_0900.xlsx,3,MRVL,GOOD,✓ SAFE ENTRY,3.3,83.1241,77.13916479999999,102.696101032751,-2.565285234573215,9.636583219799624,-4.957581475256307,False,False,hold,12.690061958542072,17.294320049843957,-4.957581475256307,False,False,hold,-7.200000000000012,17.96751808766573,-11.497303932731636,True,False,stop,-7.200000000000012,23.545519329233045,-11.497303932731636,True,True,stop,3+:1,Top 5
2025-10-13,nasdaq100_watchlist_20251013_0900.xlsx,4,CSX,EXCELLENT,✓ SAFE ENTRY,2.2,35.05,33.29749999999999,38.9538414427134,2.1047529582460407,5.7147996935189065,0.0012617700142701141,False,False,hold,2.3890104851607163,5.7147996935189065,-0.3398454856465776,False,False,hold,-2.244361082939543,5.7147996935189065,-4.4047066447743735,False,False,hold,0.7703272320234568,7.1041395592791625,-4.4047066447743735,False,False,hold,2-3:1,Top 5
2025-10-13,nasdaq100_watchlist_20251013_0900.xlsx,5,GEHC,EXCELLENT,✓ IDEAL,1.9,86.505,82.17975,94.62685389454592,-4.9999999999999964,-10.901745933908211,-18.016667849578347,True,False,stop,-4.9999999999999964,-7.845400404824865,-18.016667849578347,True,False,stop,-4.9999999999999964,-7.845400404824865,-19.07150279411292,True,False,stop,-4.9999999999999964,3.7331411341844234,-19.07150279411292,True,False,stop,<2:1,Top 5
